Id_cliente;venta_total;costo_unitario;cant_unidades;filial_id;dia_id;id;nota;atencion_amable;nivel_2;rango_edad;codigo_del_vendedor;comuna;region;dia_respuesta
a5856;12515;10116;1;766;2022-07-22 00:00:00.000000;753230;7;10;Locales;De 46 a 60 años;14317;santiago;Metropolitana;27-07-2022
a5857;33914;19613;1;428;2022-05-03 00:00:00.000000;702910;9;10;Locales;De 46 a 60 años;2037;la serena;IV Coquimbo;05-05-2022
a5858;229307;142027;1;711;2023-01-05 00:00:00.000000;838031;10;10;Locales;De 46 a 60 años;23746;iquique;I Tarapaca;06-01-2023
a5859;14495;10149;1;333;2022-08-05 00:00:00.000000;758828;10;10;Locales;De 46 a 60 años;18931;copiapo;III Atacama;06-08-2022
a5860;7899;2199;1;384;2022-04-20 00:00:00.000000;695171;5;5;Locales;De 46 a 60 años;5511;antofagasta;II Antofagasta;21-04-2022
a5861;47992;25316;1;379;2021-08-05 00:00:00.000000;564958;9;10;Locales;De 46 a 60 años;1417;rancagua;VI O'Higgins;06-08-2021
a5861;36693;28064;1;379;2021-10-06 00:00:00.000000;594214;7;4;Locales;De 46 a 60 años;11178;rancagua;VI O'Higgins;07-10-2021
a5861;53962;35533;1;379;2021-12-16 00:00:00.000000;631759;9;10;Locales;De 46 a 60 años;9808;rancagua;VI O'Higgins;17-12-2021
a5861;7828;10835;1;424;2022-02-04 00:00:00.000000;654935;7;10;Locales;De 46 a 60 años;11881;rancagua;VI O'Higgins;06-02-2022
a5862;17119;10427;1;492;2022-11-01 00:00:00.000000;802554;10;10;Locales;De 46 a 60 años;6933;iquique;I Tarapaca;02-11-2022
a5863;43254;66365;1;67;2022-11-07 00:00:00.000000;809282;7;10;Locales;De 46 a 60 años;9967;puente alto;Metropolitana;14-11-2022
a5864;31608;42813;1;405;2021-05-11 00:00:00.000000;512234;3;3;Locales;De 46 a 60 años;4882;la florida;Metropolitana;13-05-2021
a5864;31608;43003;1;405;2021-07-02 00:00:00.000000;548106;1;10;Locales;De 46 a 60 años;4882;la florida;Metropolitana;07-07-2021
a5865;11424;18096;1;192;2022-07-27 00:00:00.000000;757588;10;10;Locales;De 46 a 60 años;123;las condes;Metropolitana;04-08-2022
a5866;43325;31962;1;112;2022-08-18 00:00:00.000000;766208;9;10;Locales;De 46 a 60 años;23079;providencia;Metropolitana;19-08-2022
a5867;3297;839;1;196;2023-02-03 00:00:00.000000;852554;10;10;Locales;De 46 a 60 años;8629;puente alto;Metropolitana;04-02-2023
a5868;4499;2147;1;780;2021-09-22 00:00:00.000000;589265;10;10;Locales;De 46 a 60 años;22268;maipu;Metropolitana;23-09-2021
a5869;5699;3250;1;232;2022-03-21 00:00:00.000000;679017;3;10;Locales;De 46 a 60 años;4549;providencia;Metropolitana;23-03-2022
a5869;165031;68440;1;;2021-05-31 00:00:00.000000;530188;9;;Compra Online Despac;De 46 a 60 años;1;san bernardo;Metropolitana;09-06-2021
a5870;19157;6680;1;545;2021-08-13 00:00:00.000000;571401;10;10;Locales;De 46 a 60 años;12036;huechuraba;Metropolitana;18-08-2021
a5870;6268;1897;1;545;2022-03-31 00:00:00.000000;686752;10;10;Locales;De 46 a 60 años;14225;huechuraba;Metropolitana;05-04-2022
a5870;22108;8506;1;545;2022-06-09 00:00:00.000000;725200;10;10;Locales;De 46 a 60 años;21671;huechuraba;Metropolitana;10-06-2022
a5870;14578;6024;1;545;2022-12-14 00:00:00.000000;827618;10;10;Locales;De 46 a 60 años;4141;huechuraba;Metropolitana;16-12-2022
a5870;7567;2426;1;545;2022-10-03 00:00:00.000000;786484;10;10;Locales;De 46 a 60 años;21671;huechuraba;Metropolitana;04-10-2022
a5871;3988;4381;1;485;2021-11-24 00:00:00.000000;623063;10;10;Locales;De 46 a 60 años;12962;paine;Metropolitana;01-12-2021
a5872;28898;15758;1;554;2023-01-14 00:00:00.000000;842638;10;10;Locales;De 46 a 60 años;16515;lo barnechea;Metropolitana;15-01-2023
a5873;27449;16150;1;;2023-03-14 00:00:00.000000;875294;10;;Retiro en Tienda;De 46 a 60 años;16021;las condes;Metropolitana;20-03-2023
a5874;84995;30763;1;;2021-01-15 00:00:00.000000;467170;10;;Ãltima Milla;De 46 a 60 años;6644;lo barnechea;Metropolitana;18-01-2021
a5875;8948;4975;1;157;2022-03-16 00:00:00.000000;678252;2;7;Locales;De 36 a 45 años;2120;peñalolen;Metropolitana;21-03-2022
a5876;9132;85478;1;549;2023-03-01 00:00:00.000000;868301;10;10;Locales;De 46 a 60 años;25662;san miguel;Metropolitana;06-03-2023
a5877;26398;15917;1;82;2021-03-18 00:00:00.000000;486199;10;10;Locales;De 46 a 60 años;17234;las condes;Metropolitana;19-03-2021
a5877;24411;8364;1;135;2022-03-20 00:00:00.000000;678042;10;10;Locales;De 46 a 60 años;19354;las condes;Metropolitana;21-03-2022
a5878;159974;141391;1;288;2022-03-14 00:00:00.000000;674535;10;10;Locales;De 46 a 60 años;6863;santiago;Metropolitana;15-03-2022
a5879;7649;7886;1;604;2021-11-27 00:00:00.000000;621633;8;7;Locales;De 46 a 60 años;5133;talcahuano;VIII Biobio;28-11-2021
a5880;17668;11392;1;650;2022-12-13 00:00:00.000000;827180;9;7;Locales;De 46 a 60 años;14113;molina;VII Maule;15-12-2022
a5881;23592;12599;1;431;2022-11-08 00:00:00.000000;806668;10;10;Locales;De 46 a 60 años;20133;talca;VII Maule;09-11-2022
a5882;4751;1448;1;387;2022-11-26 00:00:00.000000;819396;10;10;Locales;De 46 a 60 años;1237;talcahuano;VIII Biobio;01-12-2022
a5882;8032;4450;1;387;2023-03-23 00:00:00.000000;878806;10;10;Locales;De 46 a 60 años;1237;talcahuano;VIII Biobio;26-03-2023
a5882;28000;29179;1;387;2022-12-10 00:00:00.000000;826823;10;10;Locales;De 46 a 60 años;1237;talcahuano;VIII Biobio;14-12-2022
a5883;24198;14255;1;638;2022-04-01 00:00:00.000000;687219;10;10;Locales;De 46 a 60 años;22655;concepcion;VIII Biobio;06-04-2022
a5884;47915;27274;1;135;2021-04-11 00:00:00.000000;497557;10;10;Locales;De 46 a 60 años;4338;las condes;Metropolitana;16-04-2021
a5885;18057;14249;1;374;2021-09-11 00:00:00.000000;583827;10;10;Locales;De 46 a 60 años;787;temuco;IX La Araucania;12-09-2021
a5885;61520;93573;1;435;2022-05-20 00:00:00.000000;713410;10;10;Locales;De 46 a 60 años;15441;temuco;IX La Araucania;24-05-2022
a5885;69209;93573;1;435;2022-03-23 00:00:00.000000;681222;10;10;Locales;De 46 a 60 años;4190;temuco;IX La Araucania;26-03-2022
a5885;136750;93570;1;495;2021-11-29 00:00:00.000000;625302;10;10;Locales;De 46 a 60 años;5959;panguipulli;XIV Los Rios;06-12-2021
a5886;21136;11855;1;379;2021-07-06 00:00:00.000000;547917;10;10;Locales;De 46 a 60 años;11178;rancagua;VI O'Higgins;07-07-2021
a5887;30273;17688;1;319;2021-05-06 00:00:00.000000;509056;10;10;Locales;De 46 a 60 años;4405;temuco;IX La Araucania;07-05-2021
a5887;2990;1531;1;759;2021-11-18 00:00:00.000000;619461;10;10;Locales;De 46 a 60 años;7761;temuco;IX La Araucania;21-11-2021
a5888;19553;18418;1;67;2021-03-08 00:00:00.000000;483347;5;10;Locales;De 46 a 60 años;18069;puente alto;Metropolitana;09-03-2021
a5889;19688;18948;1;778;2023-01-18 00:00:00.000000;844758;10;10;Locales;De 46 a 60 años;22556;Ñuñoa;Metropolitana;19-01-2023
a5890;29918;17879;1;272;2021-10-15 00:00:00.000000;600644;10;10;Locales;De 46 a 60 años;4892;maipu;Metropolitana;16-10-2021
a5891;58584;33239;1;778;2021-06-05 00:00:00.000000;531509;9;10;Locales;De 46 a 60 años;15678;Ñuñoa;Metropolitana;10-06-2021
a5892;18829;18169;1;;2022-10-09 00:00:00.000000;795361;10;;Retiro en Tienda;Sin registro;19947;punta arenas;XII Magallanes y Antartica;18-10-2022
a5893;4199;2601;1;;2021-06-26 00:00:00.000000;544191;10;;Retiro en Tienda;De 46 a 60 años;1886;talcahuano;VIII Biobio;01-07-2021
a5894;36527;19300;1;102;2022-01-20 00:00:00.000000;648028;10;10;Locales;De 46 a 60 años;22041;lo barnechea;Metropolitana;21-01-2022
a5895;7279;5710;1;64;2021-09-04 00:00:00.000000;580156;9;10;Locales;De 46 a 60 años;7475;providencia;Metropolitana;05-09-2021
a5895;3149;1828;1;64;2021-12-04 00:00:00.000000;624909;10;10;Locales;De 46 a 60 años;4185;providencia;Metropolitana;05-12-2021
a5896;17999;8194;1;180;2021-11-19 00:00:00.000000;619463;9;10;Locales;De 46 a 60 años;23504;la reina;Metropolitana;21-11-2021
a5896;22005;12062;1;180;2022-04-09 00:00:00.000000;689617;10;10;Locales;De 46 a 60 años;23504;la reina;Metropolitana;11-04-2022
a5896;18479;11605;1;;2023-02-25 00:00:00.000000;864332;9;10;Dermocoaching;De 46 a 60 años;5601;la reina;Metropolitana;28-02-2023
a5896;44386;28595;1;564;2021-01-08 00:00:00.000000;463902;9;10;Locales;De 46 a 60 años;9205;providencia;Metropolitana;09-01-2021
a5897;24648;16673;1;275;2021-11-09 00:00:00.000000;613012;8;8;Locales;De 46 a 60 años;24292;vitacura;Metropolitana;10-11-2021
a5898;20378;11829;1;473;2021-04-25 00:00:00.000000;505093;9;10;Locales;De 46 a 60 años;18205;peñalolen;Metropolitana;28-04-2021
a5898;4699;2827;1;473;2022-09-21 00:00:00.000000;783999;10;10;Locales;De 46 a 60 años;8857;peñalolen;Metropolitana;28-09-2022
a5898;41488;18556;1;473;2022-02-09 00:00:00.000000;659518;8;10;Locales;De 46 a 60 años;12279;peñalolen;Metropolitana;16-02-2022
a5899;12907;3357;1;;2021-03-25 00:00:00.000000;488384;1;;Compra TelefÃ³nica;De 46 a 60 años;7511;las condes;Metropolitana;26-03-2021
a5899;18743;10389;1;200;2021-09-13 00:00:00.000000;585240;10;10;Locales;De 46 a 60 años;8520;santiago;Metropolitana;14-09-2021
a5900;60836;20472;1;480;2022-11-16 00:00:00.000000;811530;10;10;Locales;De 46 a 60 años;22492;las condes;Metropolitana;17-11-2022
a5900;31623;28505;1;480;2022-10-24 00:00:00.000000;798622;8;9;Locales;De 46 a 60 años;22492;las condes;Metropolitana;25-10-2022
a5901;15969;9651;1;51;2022-08-08 00:00:00.000000;761370;2;2;Locales;De 46 a 60 años;21275;vitacura;Metropolitana;10-08-2022
a5901;27563;18960;1;;2021-11-03 00:00:00.000000;610786;7;;Dermocoaching;De 46 a 60 años;9272;vitacura;Metropolitana;04-11-2021
a5901;8189;5300;1;51;2022-07-12 00:00:00.000000;746947;10;10;Locales;De 46 a 60 años;25777;vitacura;Metropolitana;17-07-2022
a5901;9499;15634;1;123;2022-04-07 00:00:00.000000;689332;3;8;Locales;De 46 a 60 años;24109;vitacura;Metropolitana;10-04-2022
a5901;8498;5238;1;123;2021-02-26 00:00:00.000000;480196;10;10;Locales;De 46 a 60 años;13893;vitacura;Metropolitana;27-02-2021
a5901;36516;29182;1;123;2021-01-22 00:00:00.000000;470675;10;10;Locales;De 46 a 60 años;18983;vitacura;Metropolitana;29-01-2021
a5901;32152;14498;1;123;2022-04-28 00:00:00.000000;699759;6;10;Locales;De 46 a 60 años;16414;vitacura;Metropolitana;30-04-2022
a5902;9279;5407;1;104;2022-06-08 00:00:00.000000;727381;6;7;Locales;De 46 a 60 años;14236;huechuraba;Metropolitana;13-06-2022
a5903;8924;5510;1;487;2023-02-16 00:00:00.000000;862036;8;9;Locales;De 46 a 60 años;21619;puente alto;Metropolitana;23-02-2023
a5904;14299;7213;1;370;2022-01-24 00:00:00.000000;651418;10;10;Locales;De 36 a 45 años;23365;chillan;Región no disponible;28-01-2022
a5905;7525;2042;1;270;2022-08-04 00:00:00.000000;761204;10;10;Locales;De 46 a 60 años;19706;rancagua;VI O'Higgins;09-08-2022
a5905;132737;80023;1;778;2021-05-14 00:00:00.000000;513762;10;10;Locales;De 46 a 60 años;4421;Ñuñoa;Metropolitana;15-05-2021
a5906;4044;10737;1;423;2021-10-20 00:00:00.000000;605486;8;9;Locales;De 46 a 60 años;2671;antofagasta;II Antofagasta;25-10-2021
a5907;5355;8624;1;288;2022-03-09 00:00:00.000000;674170;10;10;Locales;De 46 a 60 años;955;santiago;Metropolitana;14-03-2022
a5907;5355;8800;1;319;2022-04-16 00:00:00.000000;692850;9;10;Locales;De 46 a 60 años;5266;temuco;IX La Araucania;17-04-2022
a5907;5355;8622;1;763;2021-09-10 00:00:00.000000;583072;10;10;Locales;De 46 a 60 años;2756;victoria;IX La Araucania;11-09-2021
a5907;5355;8907;1;763;2022-05-12 00:00:00.000000;707734;10;10;Locales;De 46 a 60 años;2756;victoria;IX La Araucania;13-05-2022
a5907;5355;8624;1;763;2022-01-28 00:00:00.000000;652219;3;2;Locales;De 46 a 60 años;3870;victoria;IX La Araucania;29-01-2022
a5907;5355;8966;1;763;2022-06-11 00:00:00.000000;726874;10;10;Locales;De 46 a 60 años;9129;victoria;IX La Araucania;13-06-2022
a5908;138067;85092;1;388;2021-04-27 00:00:00.000000;505729;10;10;Locales;De 46 a 60 años;2281;chillan;XVI Ñuble;29-04-2021
a5908;56229;29691;1;388;2022-03-16 00:00:00.000000;678171;10;10;Locales;De 46 a 60 años;5339;chillan;Región no disponible;21-03-2022
a5909;4003;2675;1;360;2022-08-02 00:00:00.000000;756940;10;10;Locales;De 36 a 45 años;22300;punta arenas;XII Magallanes y Antartica;03-08-2022
a5909;5308;3346;1;360;2021-07-22 00:00:00.000000;558873;10;10;Locales;De 36 a 45 años;18794;punta arenas;XII Magallanes y Antartica;27-07-2021
a5910;13686;5708;1;466;2022-03-02 00:00:00.000000;667912;10;10;Locales;De 46 a 60 años;21550;providencia;Metropolitana;03-03-2022
a5910;17697;7875;1;636;2021-01-14 00:00:00.000000;466473;10;10;Locales;De 46 a 60 años;22628;la reina;Metropolitana;15-01-2021
a5911;39086;20537;1;140;2021-02-16 00:00:00.000000;476928;10;10;Locales;De 46 a 60 años;4797;las condes;Metropolitana;17-02-2021
a5911;57289;31109;1;480;2022-05-17 00:00:00.000000;710306;10;10;Locales;De 46 a 60 años;15933;las condes;Metropolitana;18-05-2022
a5911;5990;2756;1;564;2022-05-31 00:00:00.000000;721922;10;10;Locales;De 46 a 60 años;21574;providencia;Metropolitana;06-06-2022
a5912;18898;21714;1;607;2022-07-15 00:00:00.000000;746329;10;10;Locales;De 36 a 45 años;21439;las condes;Metropolitana;16-07-2022
a5912;13299;11043;1;607;2023-01-28 00:00:00.000000;849709;10;10;Locales;De 36 a 45 años;3030;las condes;Metropolitana;29-01-2023
a5913;13798;5279;1;422;2022-05-30 00:00:00.000000;717191;10;10;Locales;De 46 a 60 años;14878;valparaiso;V Valparaiso;31-05-2022
a5913;4799;1345;1;422;2022-05-19 00:00:00.000000;711649;10;10;Locales;De 46 a 60 años;24791;valparaiso;V Valparaiso;22-05-2022
a5913;4198;1578;1;563;2021-06-03 00:00:00.000000;526268;10;10;Locales;De 46 a 60 años;6720;santiago;Metropolitana;04-06-2021
a5914;43097;27343;1;765;2023-01-25 00:00:00.000000;850199;10;10;Locales;De 46 a 60 años;23362;el quisco;V Valparaiso;30-01-2023
a5915;7726;21294;1;163;2021-08-21 00:00:00.000000;573561;10;10;Locales;De 46 a 60 años;13621;la florida;Metropolitana;22-08-2021
a5915;6133;16513;1;163;2022-01-03 00:00:00.000000;639992;10;10;Locales;De 46 a 60 años;7864;la florida;Metropolitana;04-01-2022
a5915;1463;5534;1;163;2022-10-03 00:00:00.000000;786465;10;10;Locales;De 46 a 60 años;25676;la florida;Metropolitana;04-10-2022
a5915;13999;7350;1;163;2021-05-11 00:00:00.000000;514588;10;10;Locales;De 46 a 60 años;6738;la florida;Metropolitana;17-05-2021
a5915;1593;4822;1;163;2021-10-04 00:00:00.000000;593346;10;10;Locales;De 46 a 60 años;13621;la florida;Metropolitana;05-10-2021
a5915;6133;16513;1;163;2022-03-06 00:00:00.000000;672437;10;10;Locales;De 46 a 60 años;9013;la florida;Metropolitana;11-03-2022
a5915;1463;5305;1;163;2022-08-21 00:00:00.000000;767355;10;10;Locales;De 46 a 60 años;24263;la florida;Metropolitana;22-08-2022
a5915;1463;5793;1;163;2023-02-19 00:00:00.000000;860683;10;10;Locales;De 46 a 60 años;20272;la florida;Metropolitana;20-02-2023
a5915;6133;16513;1;163;2021-07-27 00:00:00.000000;559620;10;10;Locales;De 46 a 60 años;7864;la florida;Metropolitana;28-07-2021
a5915;4706;16513;1;163;2021-01-20 00:00:00.000000;469796;10;10;Locales;De 46 a 60 años;7864;la florida;Metropolitana;26-01-2021
a5915;2490;14094;1;163;2022-06-08 00:00:00.000000;724392;10;10;Locales;De 46 a 60 años;11456;la florida;Metropolitana;09-06-2022
a5915;2529;14094;1;163;2023-01-09 00:00:00.000000;842690;10;10;Locales;De 46 a 60 años;7864;la florida;Metropolitana;15-01-2023
a5915;1463;5695;1;163;2022-11-23 00:00:00.000000;815210;5;8;Locales;De 46 a 60 años;24263;la florida;Metropolitana;24-11-2022
a5915;2529;14178;1;163;2023-02-06 00:00:00.000000;854424;10;10;Locales;De 46 a 60 años;6738;la florida;Metropolitana;07-02-2023
a5916;33296;15955;1;55;2021-01-31 00:00:00.000000;472197;3;5;Locales;De 46 a 60 años;14206;la florida;Metropolitana;02-02-2021
a5916;4879;8699;1;370;2022-05-09 00:00:00.000000;705747;7;9;Locales;De 46 a 60 años;1653;chillan;Región no disponible;11-05-2022
a5916;8303;6429;1;370;2022-06-22 00:00:00.000000;733190;8;10;Locales;De 46 a 60 años;7552;chillan;Región no disponible;23-06-2022
a5917;12876;6726;1;155;2022-10-20 00:00:00.000000;796815;10;10;Locales;De 46 a 60 años;25518;colina;Metropolitana;21-10-2022
a5917;1547;4683;1;155;2021-02-24 00:00:00.000000;479415;10;10;Locales;De 46 a 60 años;20859;colina;Metropolitana;25-02-2021
a5917;2983;4188;1;155;2021-06-14 00:00:00.000000;534749;10;10;Locales;De 46 a 60 años;16023;colina;Metropolitana;15-06-2021
a5917;27325;95586;1;155;2022-03-16 00:00:00.000000;676179;8;6;Locales;De 46 a 60 años;13991;colina;Metropolitana;18-03-2022
a5918;2856;2400;1;53;2022-12-19 00:00:00.000000;832256;9;9;Locales;De 46 a 60 años;10578;copiapo;III Atacama;25-12-2022
a5918;2261;8716;1;53;2022-08-17 00:00:00.000000;767969;9;9;Locales;De 46 a 60 años;4433;copiapo;III Atacama;23-08-2022
a5918;2261;8716;1;53;2022-10-18 00:00:00.000000;795777;9;9;Locales;De 46 a 60 años;10578;copiapo;III Atacama;19-10-2022
a5918;2856;1787;1;179;2023-02-16 00:00:00.000000;861529;9;9;Locales;De 46 a 60 años;24797;copiapo;III Atacama;22-02-2023
a5918;2261;8716;1;333;2022-11-15 00:00:00.000000;810816;9;9;Locales;De 46 a 60 años;6285;copiapo;III Atacama;16-11-2022
a5918;14622;27310;1;333;2022-06-14 00:00:00.000000;730720;8;9;Locales;De 46 a 60 años;8943;copiapo;III Atacama;19-06-2022
a5919;9318;3673;1;772;2023-02-06 00:00:00.000000;856684;10;10;Locales;De 46 a 60 años;14885;vitacura;Metropolitana;12-02-2023
a5919;39197;31109;1;772;2021-08-17 00:00:00.000000;573299;10;10;Locales;De 46 a 60 años;23278;vitacura;Metropolitana;22-08-2021
a5919;34199;26044;1;772;2021-04-14 00:00:00.000000;499582;10;10;Locales;De 46 a 60 años;16658;vitacura;Metropolitana;19-04-2021
a5920;9999;5290;1;194;2022-09-02 00:00:00.000000;772580;9;9;Locales;De 46 a 60 años;16445;las condes;Metropolitana;03-09-2022
a5921;32268;24119;1;156;2022-12-11 00:00:00.000000;825498;10;10;Locales;De 46 a 60 años;16975;cerrillos;Metropolitana;12-12-2022
a5922;5896;2380;1;416;2022-03-20 00:00:00.000000;678051;9;9;Locales;De 46 a 60 años;21293;calama;II Antofagasta;21-03-2022
a5923;36546;47597;1;182;2021-04-13 00:00:00.000000;495919;10;10;Locales;De 46 a 60 años;21442;san miguel;Metropolitana;14-04-2021
a5923;24017;52079;1;182;2022-05-10 00:00:00.000000;706329;10;10;Locales;De 46 a 60 años;4358;san miguel;Metropolitana;11-05-2022
a5923;37730;48200;1;182;2021-03-12 00:00:00.000000;484305;10;10;Locales;De 46 a 60 años;4358;san miguel;Metropolitana;13-03-2021
a5923;23100;52850;1;182;2022-07-19 00:00:00.000000;749140;10;10;Locales;De 46 a 60 años;4889;san miguel;Metropolitana;21-07-2022
a5924;12499;7130;1;178;2022-11-15 00:00:00.000000;813124;10;10;Locales;De 46 a 60 años;11439;la cisterna;Metropolitana;20-11-2022
a5924;18399;8261;1;383;2022-10-30 00:00:00.000000;801563;7;8;Locales;De 46 a 60 años;7766;iquique;I Tarapaca;31-10-2022
a5925;31446;23278;1;;2022-11-25 00:00:00.000000;820034;10;;Retiro en Tienda;De 46 a 60 años;19365;santiago;Metropolitana;02-12-2022
a5926;20514;8633;1;54;2021-06-30 00:00:00.000000;546524;9;10;Locales;Sin registro;7009;san bernardo;Metropolitana;05-07-2021
a5927;2713;13358;1;38;2021-03-17 00:00:00.000000;487954;10;10;Locales;De 46 a 60 años;22715;santiago;Metropolitana;24-03-2021
a5927;3580;2244;1;486;2021-06-07 00:00:00.000000;530073;9;9;Locales;De 46 a 60 años;14238;santiago;Metropolitana;08-06-2021
a5927;2713;13357;1;498;2021-01-15 00:00:00.000000;467442;9;8;Locales;De 46 a 60 años;8736;santiago;Metropolitana;19-01-2021
a5927;5998;2886;1;498;2021-07-04 00:00:00.000000;546674;9;10;Locales;De 46 a 60 años;8736;santiago;Metropolitana;05-07-2021
a5927;2713;13358;1;498;2021-06-23 00:00:00.000000;539844;10;10;Locales;De 46 a 60 años;7651;santiago;Metropolitana;24-06-2021
a5928;29893;84291;1;356;2023-03-18 00:00:00.000000;875741;10;10;Locales;De 46 a 60 años;23564;san antonio;V Valparaiso;20-03-2023
a5928;3699;2498;1;356;2022-02-26 00:00:00.000000;665703;10;10;Locales;De 46 a 60 años;8326;san antonio;V Valparaiso;27-02-2022
a5928;5985;3987;1;356;2023-01-25 00:00:00.000000;850291;10;10;Locales;De 46 a 60 años;8326;san antonio;V Valparaiso;30-01-2023
a5928;29893;83575;1;386;2023-02-18 00:00:00.000000;861025;8;10;Locales;De 46 a 60 años;22690;san antonio;V Valparaiso;21-02-2023
a5928;29893;82623;1;778;2022-11-04 00:00:00.000000;805502;10;10;Locales;De 46 a 60 años;13894;Ñuñoa;Metropolitana;07-11-2022
a5929;2380;5470;1;263;2021-05-04 00:00:00.000000;507797;9;9;Locales;De 46 a 60 años;12082;providencia;Metropolitana;05-05-2021
a5930;10599;2679;1;173;2022-05-19 00:00:00.000000;713496;10;10;Locales;De 46 a 60 años;22771;providencia;Metropolitana;24-05-2022
a5930;22102;41766;1;173;2021-11-11 00:00:00.000000;614528;10;10;Locales;De 46 a 60 años;23165;providencia;Metropolitana;13-11-2021
a5931;30699;15004;1;335;2022-05-15 00:00:00.000000;709710;7;8;Locales;De 46 a 60 años;1771;antofagasta;II Antofagasta;17-05-2022
a5931;38698;19708;1;335;2021-09-24 00:00:00.000000;590758;7;10;Locales;De 46 a 60 años;20743;antofagasta;II Antofagasta;27-09-2021
a5932;277059;779562;1;405;2022-05-06 00:00:00.000000;703671;10;10;Locales;De 46 a 60 años;18195;la florida;Metropolitana;07-05-2022
a5932;28878;18269;1;405;2022-06-28 00:00:00.000000;736235;9;10;Locales;De 46 a 60 años;14888;la florida;Metropolitana;29-06-2022
a5933;39093;34273;1;758;2021-12-04 00:00:00.000000;625167;10;10;Locales;De 46 a 60 años;5280;osorno;X Los Lagos;06-12-2021
a5934;63848;35651;1;354;2021-09-21 00:00:00.000000;588918;5;5;Locales;De 46 a 60 años;5824;iquique;I Tarapaca;22-09-2021
a5935;11999;6196;1;756;2022-08-30 00:00:00.000000;771606;9;10;Locales;De 46 a 60 años;9383;valdivia;XIV Los Rios;31-08-2022
a5935;20590;12698;1;756;2022-06-08 00:00:00.000000;724763;9;9;Locales;De 46 a 60 años;9383;valdivia;XIV Los Rios;09-06-2022
a5935;15047;6743;1;756;2021-11-16 00:00:00.000000;617123;9;9;Locales;De 46 a 60 años;12161;valdivia;XIV Los Rios;17-11-2021
a5936;27199;19423;1;;2022-01-26 00:00:00.000000;653650;5;;Retiro en Tienda;De 46 a 60 años;5534;chillan;Región no disponible;02-02-2022
a5937;1495;515;1;382;2021-05-12 00:00:00.000000;512735;5;3;Locales;De 46 a 60 años;21253;viña del mar;V Valparaiso;13-05-2021
a5937;23798;18834;1;;2021-02-23 00:00:00.000000;481414;10;;Retiro en Tienda;De 46 a 60 años;19692;viña del mar;V Valparaiso;03-03-2021
a5938;7897;3192;1;80;2023-03-23 00:00:00.000000;879453;10;10;Locales;De 46 a 60 años;19837;puerto montt;X Los Lagos;26-03-2023
a5939;10262;7701;1;354;2021-04-27 00:00:00.000000;504615;9;10;Locales;De 46 a 60 años;17975;iquique;I Tarapaca;28-04-2021
a5940;306013;427618;1;177;2021-01-08 00:00:00.000000;466105;10;10;Locales;De 46 a 60 años;325;las condes;Metropolitana;14-01-2021
a5940;58070;21279;1;177;2022-10-20 00:00:00.000000;796926;10;10;Locales;De 46 a 60 años;3262;las condes;Metropolitana;21-10-2022
a5941;5198;3658;1;348;2021-06-02 00:00:00.000000;528986;10;10;Locales;De 46 a 60 años;5312;arica;XV Arica y Parinacota;07-06-2021
a5942;43315;33298;1;423;2021-07-02 00:00:00.000000;545192;10;10;Locales;De 46 a 60 años;9100;antofagasta;II Antofagasta;03-07-2021
a5943;13374;7521;1;;2021-09-14 00:00:00.000000;585769;10;;Retiro en Tienda;De 46 a 60 años;12197;ovalle;IV Coquimbo;15-09-2021
a5944;45998;33346;1;291;2021-05-04 00:00:00.000000;507750;10;10;Locales;De 46 a 60 años;10485;san pedro de la paz;VIII Biobio;05-05-2021
a5944;17083;11479;1;291;2021-06-15 00:00:00.000000;537053;10;10;Locales;De 46 a 60 años;11161;san pedro de la paz;VIII Biobio;18-06-2021
a5944;15933;8354;1;291;2021-09-15 00:00:00.000000;590059;10;10;Locales;De 46 a 60 años;11161;san pedro de la paz;VIII Biobio;25-09-2021
a5944;12833;8106;1;291;2023-03-22 00:00:00.000000;877949;10;10;Locales;De 46 a 60 años;5379;san pedro de la paz;VIII Biobio;24-03-2023
a5944;82004;59437;1;291;2021-12-20 00:00:00.000000;634586;10;10;Locales;De 46 a 60 años;21261;san pedro de la paz;VIII Biobio;23-12-2021
a5944;14639;7352;1;291;2021-01-30 00:00:00.000000;472623;10;10;Locales;De 46 a 60 años;973;san pedro de la paz;VIII Biobio;04-02-2021
a5944;10274;3936;1;291;2021-04-26 00:00:00.000000;507415;10;10;Locales;De 46 a 60 años;21261;san pedro de la paz;VIII Biobio;03-05-2021
a5944;12749;8742;1;291;2021-05-12 00:00:00.000000;513849;10;10;Locales;De 46 a 60 años;10820;san pedro de la paz;VIII Biobio;15-05-2021
a5944;31833;16983;1;291;2021-05-23 00:00:00.000000;519530;10;10;Locales;De 46 a 60 años;10485;san pedro de la paz;VIII Biobio;25-05-2021
a5944;26397;18436;1;291;2022-03-22 00:00:00.000000;680721;10;10;Locales;De 46 a 60 años;11979;san pedro de la paz;VIII Biobio;25-03-2022
a5944;29977;19943;1;462;2021-03-05 00:00:00.000000;483112;10;10;Locales;De 46 a 60 años;3555;caÃ±ete;VIII Biobio;08-03-2021
a5945;184709;139397;1;;2021-08-17 00:00:00.000000;571542;3;;Compra TelefÃ³nica;De 46 a 60 años;2437;las condes;Metropolitana;18-08-2021
a5946;61786;9620;1;;2022-02-09 00:00:00.000000;657314;10;;Última Milla;De 46 a 60 años;1;san bernardo;Metropolitana;11-02-2022
